TIME	OFI	DELTA_MID
12:01:30	-215.0	-1
12:01:40	170.0	2
12:01:50	140.0	1
12:02:00	-100.0	-1
12:02:10	90.0	0
12:02:20	-135.0	-1
12:02:30	-95.0	0
12:02:40	-55.0	0
12:02:50	-120.0	0
12:03:00	395.0	0
12:03:10	-75.0	0
12:03:20	105.0	0
12:03:30	15.0	0
12:03:40	40.0	0
12:03:50	205.0	2
12:04:00	-35.0	0
12:04:10	-90.0	0
12:04:20	-130.0	-1
12:04:30	-120.0	-1
12:04:40	15.0	0
12:04:50	-155.0	0
12:05:00	135.0	0
12:05:10	-10.0	0
12:05:20	-490.0	-1
12:05:30	45.0	0
12:05:40	-30.0	0
12:05:50	-395.0	-2
12:06:00	285.0	1
12:06:10	-620.0	-2
12:06:20	50.0	1
12:06:30	-80.0	-1
12:06:40	25.0	0
12:06:50	-30.0	0
12:07:00	10.0	1
12:07:10	-705.0	-3
12:07:20	-170.0	0
12:07:30	55.0	0
12:07:40	100.0	1
12:07:50	60.0	0
12:08:00	105.0	1
12:08:10	0.0	0
12:08:20	-710.0	-2
12:08:30	45.0	0
12:08:40	95.0	0
12:08:50	110.0	0
12:09:00	70.0	0
12:09:10	-655.0	-1
12:09:20	-95.0	0
12:09:30	-30.0	0
12:09:40	-100.0	-1
12:09:50	110.0	1
12:10:00	-75.0	0
12:10:10	-205.0	0
12:10:20	120.0	1
12:10:30	-65.0	-1
12:10:40	45.0	1
12:10:50	285.0	2
12:11:00	-210.0	-1
12:11:10	-5.0	0
12:11:20	25.0	0
12:11:30	25.0	0
12:11:40	90.0	0
12:11:50	160.0	1
12:12:00	265.0	2
12:12:10	5.0	0
12:12:20	-85.0	0
12:12:30	-230.0	-2
12:12:40	85.0	0
12:12:50	-5.0	0
12:13:00	245.0	1
12:13:10	-105.0	0
12:13:20	-325.0	-1
12:13:30	255.0	1
12:13:40	-55.0	0
12:13:50	-5.0	0
12:14:00	-215.0	-1
12:14:10	-195.0	-2
12:14:20	235.0	2
12:14:30	0.0	0
12:14:40	-25.0	0
12:14:50	-215.0	-2
12:15:00	-15.0	0
12:15:10	-310.0	-2
12:15:20	-985.0	-5
12:15:30	75.0	1
12:15:40	-215.0	-1
12:15:50	320.0	3
12:16:00	-190.0	-2
12:16:10	-315.0	-2
12:16:20	145.0	1
12:16:30	35.0	0
12:16:40	85.0	1
12:16:50	145.0	0
12:17:00	225.0	1
12:17:10	230.0	2
12:17:20	-310.0	-3
12:17:30	-535.0	-4
12:17:40	30.0	0
12:17:50	-110.0	0
12:18:00	115.0	0
12:18:10	-35.0	0
12:18:20	25.0	1
12:18:30	40.0	0
12:18:40	-125.0	-1
12:18:50	-20.0	0
12:19:00	20.0	0
12:19:10	-60.0	0
12:19:20	-400.0	-2
12:19:30	-135.0	-1
12:19:40	-250.0	-1
12:19:50	-510.0	-2
12:20:00	-65.0	0
12:20:10	-25.0	0
12:20:20	-565.0	-2
12:20:30	145.0	1
12:20:40	80.0	1
12:20:50	-60.0	-1
12:21:00	-60.0	0
12:21:10	-535.0	-3
12:21:20	-190.0	0
12:21:30	10.0	0
12:21:40	85.0	1
12:21:50	70.0	0
12:22:00	-10.0	0
12:22:10	25.0	0
12:22:20	50.0	0
12:22:30	15.0	0
12:22:40	75.0	0
12:22:50	-30.0	0
12:23:00	-60.0	-2
12:23:10	165.0	1
12:23:20	-105.0	0
12:23:30	-25.0	0
12:23:40	-100.0	-1
12:23:50	-165.0	-1
12:24:00	185.0	1
12:24:10	135.0	1
12:24:20	-30.0	0
12:24:30	55.0	0
12:24:40	-70.0	-1
12:24:50	-80.0	0
12:25:00	-325.0	-1
12:25:10	70.0	1
12:25:20	180.0	1
12:25:30	-45.0	0
12:25:40	-110.0	-1
12:25:50	-255.0	-1
12:26:00	-75.0	-1
12:26:10	115.0	1
12:26:20	-135.0	0
12:26:30	95.0	1
12:26:40	15.0	0
12:26:50	90.0	0
12:27:00	-20.0	0
12:27:10	5.0	0
12:27:20	-115.0	-1
12:27:30	30.0	1
12:27:40	130.0	1
12:27:50	30.0	0
12:28:00	55.0	1
12:28:10	-35.0	0
12:28:20	-90.0	0
12:28:30	-135.0	-1
12:28:40	10.0	0
12:28:50	0.0	0
12:29:00	0.0	0
12:29:10	-190.0	-1
12:29:20	-15.0	0
12:29:30	10.0	0
12:29:40	-45.0	0
12:29:50	25.0	0
12:30:00	10.0	0
12:30:10	-145.0	0
12:30:20	65.0	0
12:30:30	105.0	0
12:30:40	130.0	1
12:30:50	5.0	0
12:31:00	5.0	0
12:31:10	-175.0	-2
12:31:20	-30.0	0
12:31:30	-140.0	-1
12:31:40	360.0	2
12:31:50	10.0	0
12:32:00	215.0	2
12:32:10	-60.0	0
12:32:20	10.0	0
12:32:30	185.0	2
12:32:40	-310.0	-3
12:32:50	100.0	1
12:33:00	150.0	0
12:33:10	90.0	1
12:33:20	120.0	0
12:33:30	335.0	3
12:33:40	5.0	0
12:33:50	320.0	2
12:34:00	-465.0	-3
12:34:10	285.0	1
12:34:20	335.0	2
12:34:30	10.0	0
12:34:40	-245.0	-1
12:34:50	-280.0	-2
12:35:00	-75.0	0
12:35:10	195.0	2
12:35:20	100.0	0
12:35:30	40.0	0
12:35:40	30.0	0
12:35:50	270.0	1
12:36:00	115.0	1
12:36:10	65.0	0
12:36:20	100.0	1
12:36:30	145.0	0
12:36:40	-15.0	0
12:36:50	55.0	0
12:37:00	75.0	0
12:37:10	-45.0	0
12:37:20	-65.0	0
12:37:30	15.0	0
12:37:40	0.0	0
12:37:50	-40.0	0
12:38:00	-55.0	-1
12:38:10	35.0	1
12:38:20	30.0	0
12:38:30	230.0	1
12:38:40	-45.0	0
12:38:50	-115.0	0
12:39:00	115.0	0
12:39:10	30.0	0
12:39:20	-255.0	-2
12:39:30	-50.0	0
12:39:40	190.0	1
12:39:50	-70.0	0
12:40:00	80.0	0
12:40:10	70.0	0
12:40:20	135.0	0
12:40:30	60.0	0
12:40:40	-195.0	-1
12:40:50	-5.0	0
12:41:00	85.0	1
12:41:10	140.0	0
12:41:20	-60.0	0
12:41:30	40.0	0
12:41:40	-30.0	0
12:41:50	5.0	0
12:42:00	150.0	1
12:42:10	390.0	2
12:42:20	-70.0	0
12:42:30	-5.0	0
12:42:40	35.0	0
12:42:50	-25.0	0
12:43:00	-195.0	-1
12:43:10	-465.0	-2
12:43:20	-70.0	0
12:43:30	160.0	0
12:43:40	-325.0	-1
12:43:50	-60.0	0
12:44:00	50.0	0
12:44:10	-90.0	0
12:44:20	-35.0	0
12:44:30	15.0	0
12:44:40	105.0	1
12:44:50	30.0	0
12:45:00	0.0	0
12:45:10	-215.0	-2
12:45:20	110.0	1
12:45:30	-50.0	0
12:45:40	0.0	0
12:45:50	-30.0	0
12:46:00	-90.0	-1
12:46:10	75.0	1
12:46:20	-15.0	0
12:46:30	15.0	0
12:46:40	115.0	1
12:46:50	20.0	1
12:47:00	70.0	0
12:47:10	140.0	1
12:47:20	-125.0	-1
12:47:30	80.0	1
12:47:40	-90.0	-1
12:47:50	-95.0	0
12:48:00	25.0	0
12:48:10	-20.0	0
12:48:20	-125.0	0
12:48:30	-45.0	0
12:48:40	60.0	1
12:48:50	-40.0	0
12:49:00	-30.0	0
12:49:10	45.0	0
12:49:20	-35.0	0
12:49:30	70.0	0
12:49:40	-85.0	0
12:49:50	-5.0	0
12:50:00	25.0	0
12:50:10	15.0	0
12:50:20	-35.0	0
12:50:30	120.0	1
12:50:40	25.0	0
12:50:50	-105.0	-1
12:51:00	5.0	0
12:51:10	50.0	1
12:51:20	55.0	0
12:51:30	115.0	1
12:51:40	20.0	0
12:51:50	25.0	0
12:52:00	20.0	0
12:52:10	-60.0	0
12:52:20	40.0	0
12:52:30	-155.0	-1
12:52:40	30.0	0
12:52:50	80.0	1
12:53:00	20.0	0
12:53:10	30.0	0
12:53:20	-65.0	0
12:53:30	25.0	0
12:53:40	-15.0	0
12:53:50	-100.0	-1
12:54:00	-35.0	0
12:54:10	-35.0	0
12:54:20	-80.0	-1
12:54:30	-105.0	0
12:54:40	65.0	0
12:54:50	0.0	0
12:55:10	305.0	2
12:55:20	-5.0	0
12:55:30	-80.0	-1
12:55:40	-50.0	0
12:55:50	-80.0	-1
12:56:00	-35.0	0
12:56:10	-150.0	0
12:56:20	-165.0	-1
12:56:30	10.0	0
12:56:40	-5.0	0
12:56:50	-240.0	-1
12:57:00	-135.0	-1
12:57:10	-110.0	-1
12:57:20	-245.0	-2
12:57:30	185.0	1
12:57:40	-95.0	0
12:57:50	210.0	1
12:58:00	-110.0	-1
12:58:10	-20.0	0
12:58:20	-155.0	-1
12:58:30	-185.0	-2
12:58:40	-15.0	0
12:58:50	190.0	1
12:59:00	130.0	1
12:59:10	35.0	0
12:59:20	20.0	0
12:59:30	20.0	0
12:59:40	245.0	1
12:59:50	30.0	0
13:00:00	0.0	0
13:00:10	-105.0	-1
13:00:20	230.0	1
13:00:30	140.0	1
13:00:40	-35.0	-1
13:00:50	-110.0	0
13:01:00	-380.0	-3
13:01:10	-200.0	-1
13:01:20	35.0	0
13:01:30	20.0	0
13:01:40	60.0	0
13:01:50	-50.0	0
13:02:00	25.0	0
13:02:10	35.0	0
13:02:20	-5.0	1
13:02:30	-130.0	-1
13:02:40	-110.0	-1
13:02:50	130.0	1
13:03:00	-165.0	-1
13:03:10	-200.0	-1
13:03:20	120.0	1
13:03:30	10.0	0
13:03:40	180.0	1
13:03:50	55.0	0
13:04:00	60.0	0
13:04:10	-200.0	-1
13:04:20	-70.0	0
13:04:30	-335.0	-2
13:04:40	70.0	1
13:04:50	-215.0	-1
13:05:00	140.0	1
13:05:10	130.0	1
13:05:20	265.0	2
13:05:30	105.0	1
13:05:40	10.0	0
13:05:50	50.0	0
13:06:00	-170.0	-1
13:06:10	170.0	1
13:06:20	-30.0	0
13:06:30	65.0	0
13:06:40	285.0	2
13:06:50	50.0	0
13:07:00	190.0	1
13:07:10	20.0	0
13:07:20	-120.0	0
13:07:30	-65.0	0
13:07:40	30.0	0
13:07:50	-120.0	-1
13:08:00	55.0	0
13:08:10	165.0	2
13:08:20	-5.0	0
13:08:30	0.0	0
13:08:40	-15.0	0
13:08:50	-15.0	0
13:09:00	110.0	1
13:09:10	-25.0	0
13:09:20	25.0	0
13:09:30	60.0	1
13:09:40	220.0	1
13:09:50	145.0	1
13:10:00	-75.0	0
13:10:10	-75.0	0
13:10:20	-45.0	0
13:10:30	-40.0	0
13:10:40	30.0	0
13:10:50	10.0	0
13:11:00	60.0	1
13:11:10	125.0	1
13:11:20	215.0	1
13:11:30	-135.0	0
13:11:40	-160.0	-1
13:11:50	40.0	0
13:12:00	10.0	0
13:12:10	-200.0	-1
13:12:20	10.0	0
13:12:30	85.0	1
13:12:40	-80.0	-1
13:12:50	200.0	2
13:13:00	245.0	1
13:13:10	-115.0	-1
13:13:20	-10.0	0
13:13:30	10.0	0
13:13:40	-10.0	0
13:13:50	45.0	0
13:14:00	15.0	0
13:14:10	40.0	0
13:14:20	25.0	1
13:14:30	-45.0	-1
13:14:40	-50.0	0
13:14:50	15.0	0
13:15:00	-20.0	0
13:15:10	-40.0	0
13:15:20	-185.0	-1
13:15:30	20.0	0
13:15:40	-10.0	0
13:15:50	140.0	1
13:16:00	435.0	2
13:16:10	-125.0	-1
13:16:20	205.0	1
13:16:30	390.0	2
13:16:40	-50.0	-1
13:16:50	-45.0	0
13:17:00	-85.0	0
13:17:10	55.0	0
13:17:20	-200.0	-1
13:17:30	-255.0	-2
13:17:40	-5.0	0
13:17:50	300.0	2
13:18:00	25.0	1
13:18:10	110.0	1
13:18:20	10.0	0
13:18:30	-175.0	-1
13:18:40	90.0	1
13:18:50	145.0	0
13:19:00	-55.0	0
13:19:10	-100.0	0
13:19:20	-20.0	0
13:19:30	75.0	1
13:19:40	-25.0	0
13:19:50	-155.0	0
13:20:00	140.0	1
13:20:10	-10.0	0
13:20:20	-455.0	-3
13:20:30	20.0	0
13:20:40	80.0	0
13:20:50	-10.0	0
13:21:00	-70.0	0
13:21:10	-195.0	-2
13:21:20	250.0	2
13:21:30	-75.0	0
13:21:40	-40.0	0
13:21:50	45.0	0
13:22:00	-115.0	-1
13:22:10	45.0	0
13:22:20	-30.0	0
13:22:30	0.0	0
13:22:40	-5.0	0
13:22:50	-85.0	0
13:23:00	165.0	1
13:23:10	20.0	0
13:23:20	285.0	1
13:23:30	5.0	0
13:23:40	85.0	0
13:23:50	20.0	0
13:24:00	-240.0	-1
13:24:10	-35.0	0
13:24:20	75.0	1
13:24:30	-25.0	0
13:24:40	480.0	2
13:24:50	-55.0	0
13:25:00	-65.0	0
13:25:10	-5.0	0
13:25:20	-45.0	-1
13:25:30	-10.0	0
13:25:40	-25.0	0
13:25:50	-50.0	-1
13:26:00	85.0	1
13:26:10	10.0	0
13:26:20	5.0	0
13:26:30	-440.0	-3
13:26:40	20.0	1
13:26:50	-220.0	-2
13:27:00	-10.0	0
13:27:10	-130.0	-1
13:27:20	-175.0	-1
13:27:30	-135.0	-1
13:27:40	10.0	0
13:27:50	120.0	0
13:28:00	20.0	0
13:28:10	-155.0	-2
13:28:20	-30.0	0
13:28:30	45.0	0
13:28:40	100.0	1
13:28:50	95.0	0
13:29:00	65.0	1
13:29:10	5.0	0
13:29:20	65.0	0
13:29:30	-125.0	0
13:29:40	5.0	0
13:29:50	-100.0	-1
13:30:00	-90.0	-1
13:30:10	-220.0	-1
13:30:20	-120.0	-1
13:30:30	140.0	1
13:30:40	-80.0	0
13:30:50	-170.0	-3
13:31:00	-115.0	0
13:31:10	-25.0	-1
13:31:20	80.0	1
13:31:30	15.0	0
13:31:40	85.0	1
13:31:50	-305.0	-1
13:32:00	-110.0	0
13:32:10	-75.0	0
13:32:20	-35.0	-1
13:32:30	-30.0	0
13:32:40	495.0	2
13:32:50	-5.0	0
13:33:00	-180.0	-2
13:33:10	125.0	1
13:33:20	-5.0	0
13:33:30	-10.0	0
13:33:40	15.0	0
13:33:50	-60.0	0
13:34:00	-35.0	0
13:34:10	-320.0	-2
13:34:20	-150.0	-1
13:34:30	230.0	2
13:34:40	5.0	0
13:34:50	-140.0	-1
13:35:00	80.0	1
13:35:10	-350.0	-3
13:35:20	-25.0	0
13:35:30	5.0	0
13:35:40	110.0	1
13:35:50	170.0	1
13:36:00	25.0	0
13:36:10	85.0	0
13:36:20	-475.0	-3
13:36:30	-150.0	-1
13:36:40	-345.0	-3
13:36:50	-40.0	0
13:37:00	-10.0	0
13:37:10	-140.0	-1
13:37:20	25.0	0
13:37:30	30.0	1
13:37:40	-70.0	-1
13:37:50	-35.0	0
13:38:00	-5.0	0
13:38:10	195.0	2
13:38:20	-25.0	0
13:38:30	-245.0	-2
13:38:40	-70.0	0
13:38:50	-55.0	0
13:39:00	-80.0	-1
13:39:10	-290.0	-1
13:39:20	-55.0	0
13:39:30	-15.0	0
13:39:40	50.0	0
13:39:50	0.0	0
13:40:00	270.0	2
13:40:10	110.0	1
13:40:20	15.0	0
13:40:30	220.0	1
13:40:40	120.0	1
13:40:50	85.0	0
13:41:00	120.0	1
13:41:10	-80.0	-1
13:41:20	25.0	0
13:41:30	230.0	1
13:41:40	-25.0	0
13:41:50	95.0	0
13:42:00	60.0	0
13:42:10	-70.0	0
13:42:20	-260.0	-2
13:42:30	240.0	2
13:42:40	-5.0	0
13:42:50	125.0	1
13:43:00	90.0	1
13:43:10	30.0	1
13:43:20	-175.0	-1
13:43:30	-35.0	-1
13:43:40	-50.0	0
13:43:50	-65.0	-1
13:44:00	-25.0	0
13:44:10	95.0	1
13:44:20	-10.0	0
13:44:30	80.0	1
13:44:40	10.0	0
13:44:50	-20.0	0
13:45:00	5.0	0
13:45:10	-20.0	0
13:45:20	255.0	2
13:45:30	-130.0	-1
13:45:40	200.0	1
13:45:50	-5.0	0
13:46:00	110.0	1
13:46:10	-10.0	0
13:46:20	-120.0	0
13:46:30	245.0	1
13:46:40	-250.0	-1
13:46:50	75.0	0
13:47:00	-15.0	0
13:47:10	25.0	0
13:47:20	0.0	0
13:47:40	200.0	2
13:47:50	120.0	1
13:48:00	-255.0	-2
13:48:10	25.0	0
13:48:20	85.0	1
13:48:30	-5.0	0
13:48:40	-20.0	0
13:48:50	15.0	0
13:49:00	-60.0	-1
13:49:10	-10.0	0
13:49:20	-25.0	0
13:49:30	-15.0	0
13:49:40	140.0	1
13:49:50	-115.0	-1
13:50:00	-40.0	0
13:50:10	-20.0	0
13:50:20	145.0	2
13:50:30	-20.0	0
13:50:40	10.0	0
13:50:50	0.0	0
13:51:00	-95.0	-1
13:51:10	135.0	1
13:51:20	-90.0	-1
13:51:30	110.0	1
13:51:40	35.0	0
13:51:50	-40.0	0
13:52:00	-15.0	0
13:52:10	-170.0	-1
13:52:20	50.0	0
13:52:30	-20.0	0
13:52:40	-355.0	-4
13:52:50	200.0	2
13:53:00	-20.0	0
13:53:10	25.0	0
13:53:20	45.0	1
13:53:30	-40.0	0
13:53:40	95.0	1
13:53:50	-100.0	-1
13:54:00	155.0	1
13:54:10	-5.0	1
13:54:20	-60.0	-1
13:54:30	10.0	0
13:54:40	-15.0	0
13:54:50	50.0	1
13:55:00	-175.0	-1
13:55:10	10.0	0
13:55:20	-45.0	0
13:55:30	15.0	0
13:55:40	-10.0	0
13:55:50	55.0	0
13:56:00	-90.0	-1
13:56:10	-10.0	0
13:56:20	10.0	0
13:56:30	10.0	0
13:56:40	-115.0	-1
13:56:50	55.0	1
13:57:00	-260.0	-2
13:57:10	-340.0	-1
13:57:20	-10.0	0
13:57:30	-30.0	0
13:57:40	50.0	1
13:57:50	65.0	1
13:58:00	70.0	1
13:58:10	15.0	0
13:58:30	-105.0	-1
13:58:40	10.0	0
13:58:50	5.0	0
13:59:00	-90.0	0
13:59:10	-25.0	0
13:59:20	25.0	0
13:59:30	-20.0	0
13:59:40	-5.0	0
13:59:50	75.0	1
14:00:10	-10.0	0
14:00:20	55.0	1
14:00:30	-70.0	0
14:00:40	-115.0	-1
14:00:50	0.0	0
14:01:00	370.0	4
14:01:10	40.0	0
14:01:20	35.0	0
14:01:30	255.0	2
14:01:40	210.0	3
14:01:50	-120.0	-1
14:02:00	-75.0	-1
14:02:10	-45.0	0
14:02:20	110.0	1
14:02:30	-25.0	0
14:02:40	-90.0	-1
14:02:50	0.0	0
14:03:00	35.0	0
14:03:10	-60.0	0
14:03:20	-155.0	-1
14:03:30	-25.0	-1
14:03:40	20.0	0
14:03:50	-45.0	0
14:04:00	75.0	1
14:04:10	15.0	0
14:04:30	-50.0	-1
14:04:40	-175.0	-1
14:04:50	45.0	0
14:05:00	100.0	1
14:05:10	-120.0	-1
14:05:20	10.0	0
14:05:30	175.0	1
14:05:40	15.0	0
14:05:50	-140.0	-2
14:06:00	-80.0	-1
14:06:10	-25.0	0
14:06:20	115.0	1
14:06:30	10.0	0
14:06:40	100.0	1
14:06:50	320.0	2
14:07:00	-70.0	-1
14:07:10	40.0	0
14:07:20	-295.0	-1
14:07:30	130.0	1
14:07:40	190.0	0
14:07:50	185.0	1
14:08:00	-125.0	-2
14:08:10	-60.0	0
14:08:20	20.0	0
14:08:30	-170.0	-2
14:08:40	-50.0	0
14:08:50	-220.0	-1
14:09:00	90.0	0
14:09:10	80.0	1
14:09:20	-40.0	-1
14:09:30	-120.0	-1
14:09:40	20.0	0
14:09:50	100.0	1
14:10:00	-15.0	-1
14:10:10	0.0	0
14:10:20	-15.0	0
14:10:30	-600.0	-3
14:10:40	235.0	1
14:10:50	-305.0	-1
14:11:00	-105.0	0
14:11:10	65.0	0
14:11:20	330.0	4
14:11:30	-880.0	-4
14:11:40	385.0	0
14:11:50	-30.0	0
14:12:00	-55.0	0
14:12:20	-105.0	0
14:12:30	20.0	0
14:12:40	-10.0	0
14:12:50	10.0	0
14:13:00	10.0	0
14:13:10	545.0	2
14:13:20	115.0	1
14:13:30	-10.0	0
14:13:40	-250.0	-3
14:13:50	50.0	0
14:14:00	-40.0	0
14:14:10	-135.0	-1
14:14:20	-290.0	-2
14:14:30	-70.0	1
14:14:40	10.0	0
14:14:50	-10.0	0
14:15:00	-85.0	0
14:15:10	-2380.0	-14
14:15:20	-590.0	-4
14:15:30	-80.0	0
14:15:40	-235.0	0
14:15:50	130.0	1
14:16:00	-345.0	-3
14:16:10	10.0	1
14:16:20	145.0	4
14:16:30	-110.0	-1
14:16:40	135.0	3
14:16:50	-220.0	-2
14:17:00	-85.0	0
14:17:10	-250.0	-2
14:17:20	-5.0	0
14:17:30	-20.0	0
14:17:40	-90.0	-1
14:17:50	-395.0	-3
14:18:00	-950.0	-1
14:18:10	245.0	3
14:18:20	155.0	1
14:18:30	-170.0	-1
14:18:40	50.0	0
14:18:50	515.0	3
14:19:00	310.0	4
14:19:10	-280.0	-5
14:19:20	-140.0	-2
14:19:30	330.0	3
14:19:40	60.0	1
14:19:50	155.0	1
14:20:00	165.0	2
14:20:10	-15.0	0
14:20:20	-235.0	-2
14:20:30	-440.0	-4
14:20:40	-20.0	0
14:20:50	240.0	1
14:21:00	220.0	2
14:21:10	-380.0	-3
14:21:20	-270.0	-1
14:21:30	15.0	0
14:21:40	75.0	0
14:21:50	-105.0	0
14:22:00	95.0	0
14:22:10	60.0	1
14:22:20	90.0	0
14:22:30	120.0	1
14:22:40	55.0	0
14:22:50	30.0	0
14:23:00	80.0	1
14:23:10	250.0	2
14:23:20	-15.0	-1
14:23:30	260.0	3
14:23:40	435.0	3
14:23:50	505.0	2
14:24:00	-125.0	0
14:24:10	-150.0	0
14:24:20	-120.0	-1
14:24:30	-65.0	0
14:24:40	485.0	4
14:24:50	245.0	1
14:25:00	0.0	0
14:25:10	275.0	3
14:25:20	-185.0	-1
14:25:30	-15.0	0
14:25:40	-30.0	0
14:25:50	0.0	0
14:26:00	90.0	1
14:26:10	-305.0	-2
14:26:20	-100.0	-1
14:26:30	-65.0	0
14:26:40	115.0	1
14:26:50	-270.0	-2
14:27:00	245.0	2
14:27:10	290.0	3
14:27:20	-30.0	0
14:27:30	230.0	2
14:27:40	-135.0	-1
14:27:50	0.0	0
14:28:00	-100.0	-1
14:28:10	-210.0	-2
14:28:20	-190.0	-1
14:28:30	-325.0	-2
14:28:40	-40.0	0
14:28:50	370.0	4
14:29:00	-485.0	-5
14:29:10	360.0	4
14:29:20	660.0	7
14:29:30	-70.0	-1
14:29:40	-15.0	-1
14:29:50	-40.0	0
14:30:00	-60.0	-1
14:30:10	-20.0	0
14:30:20	50.0	0
14:30:30	-15.0	-1
14:30:40	415.0	5
14:30:50	250.0	3
14:31:00	-95.0	-1
14:31:10	480.0	2
14:31:20	-180.0	-1
14:31:30	435.0	2
14:31:40	-255.0	-2
14:31:50	50.0	-1
14:32:00	-75.0	0
14:32:10	-295.0	-2
14:32:20	-230.0	-1
14:32:30	-15.0	0
14:32:40	50.0	1
14:32:50	80.0	-1
14:33:00	10.0	1
14:33:10	365.0	2
14:33:20	-15.0	0
14:33:30	-265.0	-3
14:33:40	-295.0	-2
14:33:50	75.0	1
14:34:00	150.0	0
14:34:10	175.0	2
14:34:20	-5.0	0
14:34:30	60.0	1
14:34:40	-40.0	0
14:34:50	-100.0	-1
14:35:00	-30.0	0
14:35:10	-60.0	0
14:35:20	-60.0	0
14:35:30	15.0	0
14:35:40	125.0	2
14:35:50	10.0	0
14:36:00	35.0	1
14:36:10	-175.0	-1
14:36:20	-230.0	-1
14:36:30	-105.0	-1
14:36:40	175.0	1
14:36:50	85.0	1
14:37:00	-410.0	-3
14:37:10	105.0	0
14:37:20	-60.0	-1
14:37:30	-160.0	0
14:37:40	-100.0	-1
14:37:50	-280.0	-1
14:38:00	-145.0	-2
14:38:10	10.0	0
14:38:20	-5.0	0
14:38:30	80.0	0
14:38:40	-35.0	0
14:38:50	-170.0	-1
14:39:00	-525.0	-3
14:39:10	20.0	-1
14:39:20	80.0	1
14:39:30	665.0	2
14:39:40	-90.0	-1
14:39:50	70.0	0
14:40:00	-180.0	0
14:40:10	20.0	0
14:40:20	50.0	0
14:40:30	15.0	0
14:40:40	40.0	1
14:40:50	-85.0	-1
14:41:00	385.0	3
14:41:10	70.0	1
14:41:20	455.0	3
14:41:30	-145.0	0
14:41:40	-50.0	0
14:41:50	-5.0	0
14:42:00	335.0	3
14:42:10	190.0	1
14:42:20	-285.0	-3
14:42:30	-220.0	-1
14:42:40	320.0	2
14:42:50	140.0	0
14:43:00	240.0	2
14:43:10	-35.0	0
14:43:20	-65.0	-1
14:43:30	-145.0	-1
14:43:40	-295.0	-3
14:43:50	180.0	2
14:44:00	-130.0	-2
14:44:10	145.0	2
14:44:20	65.0	1
14:44:30	-270.0	-2
14:44:40	-120.0	-1
14:44:50	-160.0	-1
14:45:00	-495.0	-4
14:45:10	40.0	0
14:45:20	-270.0	-2
14:45:30	215.0	2
14:45:40	-95.0	0
14:45:50	-100.0	0
14:46:00	25.0	0
14:46:10	55.0	0
14:46:20	-60.0	-1
14:46:30	230.0	2
14:46:40	-480.0	-4
14:46:50	-150.0	-1
14:47:00	-160.0	-1
14:47:10	-35.0	0
14:47:20	-180.0	-1
14:47:30	-205.0	-1
14:47:40	245.0	2
14:47:50	-100.0	-1
14:48:00	235.0	2
14:48:10	-220.0	-1
14:48:20	-55.0	0
14:48:30	80.0	0
14:48:40	75.0	1
14:48:50	-795.0	-6
14:49:00	40.0	-1
14:49:10	215.0	1
14:49:20	-310.0	-3
14:49:30	65.0	1
14:49:40	-65.0	0
14:49:50	205.0	1
14:50:00	-185.0	0
14:50:10	0.0	0
14:50:20	145.0	1
14:50:30	195.0	1
14:50:40	-360.0	-3
14:50:50	70.0	0
14:51:00	-110.0	-1
14:51:10	-195.0	-1
14:51:20	0.0	0
14:51:30	-210.0	-1
14:51:40	-185.0	0
14:51:50	80.0	0
14:52:00	-20.0	0
14:52:10	215.0	2
14:52:20	-10.0	0
14:52:30	-180.0	-1
14:52:40	-300.0	-2
14:52:50	55.0	0
14:53:00	5.0	0
14:53:10	-45.0	0
14:53:20	-100.0	-1
14:53:30	-140.0	0
14:53:40	90.0	1
14:53:50	-690.0	-5
14:54:00	-170.0	-2
14:54:10	-280.0	-3
14:54:20	-130.0	0
14:54:30	-60.0	0
14:54:40	95.0	0
14:54:50	-15.0	0
14:55:00	-540.0	-3
14:55:10	125.0	2
14:55:20	-40.0	0
14:55:30	50.0	0
14:55:40	-10.0	0
14:55:50	45.0	0
14:56:00	-5.0	0
14:56:10	140.0	1
14:56:20	70.0	0
14:56:30	80.0	1
14:56:40	-55.0	0
14:56:50	-310.0	-2
14:57:00	60.0	0
14:57:10	110.0	0
14:57:20	130.0	1
14:57:30	0.0	0
14:57:40	135.0	0
14:57:50	55.0	1
14:58:00	-150.0	-2
14:58:10	-145.0	-1
14:58:20	-155.0	-1
14:58:30	-5.0	0
14:58:40	45.0	0
14:58:50	-995.0	-5
14:59:00	-90.0	-1
14:59:10	-145.0	0
14:59:20	105.0	1
14:59:30	-270.0	-3
14:59:40	-5.0	1
14:59:50	145.0	1
15:00:00	-10.0	0
15:00:10	-295.0	-2
15:00:20	565.0	1
15:00:30	-690.0	-1
15:00:40	-415.0	-2
15:00:50	-190.0	0
15:01:00	260.0	2
15:01:10	-75.0	0
15:01:20	70.0	0
15:01:30	-390.0	-3
15:01:40	-70.0	0
15:01:50	105.0	1
15:02:00	85.0	0
15:02:10	-40.0	0
15:02:20	-45.0	0
15:02:30	-50.0	0
15:02:40	205.0	2
15:02:50	175.0	1
15:03:00	-20.0	0
15:03:10	40.0	0
15:03:20	65.0	0
15:03:30	45.0	0
15:03:40	50.0	0
15:03:50	135.0	0
15:04:00	-575.0	-4
15:04:10	-60.0	0
15:04:20	165.0	1
15:04:30	-300.0	-2
15:04:40	210.0	1
15:04:50	-180.0	-1
